song,artist,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
The Call Of The Freaks,Luis Russell,6tDcnNa5EQjItBRWX7rdAU,0.764,0.181,10.0,-15.303,1.0,0.0695,0.985,0.688,0.139,0.541,112.682,audio_features,6tDcnNa5EQjItBRWX7rdAU,spotify:track:6tDcnNa5EQjItBRWX7rdAU,https://api.spotify.com/v1/tracks/6tDcnNa5EQjItBRWX7rdAU,https://api.spotify.com/v1/audio-analysis/6tDcnNa5EQjItBRWX7rdAU,203680.0,4.0
The Call Of The Freaks,Albert Nicholas,6tDcnNa5EQjItBRWX7rdAU,0.764,0.181,10.0,-15.303,1.0,0.0695,0.985,0.688,0.139,0.541,112.682,audio_features,6tDcnNa5EQjItBRWX7rdAU,spotify:track:6tDcnNa5EQjItBRWX7rdAU,https://api.spotify.com/v1/tracks/6tDcnNa5EQjItBRWX7rdAU,https://api.spotify.com/v1/audio-analysis/6tDcnNa5EQjItBRWX7rdAU,203680.0,4.0
The Call Of The Freaks,Henry,6tDcnNa5EQjItBRWX7rdAU,0.764,0.181,10.0,-15.303,1.0,0.0695,0.985,0.688,0.139,0.541,112.682,audio_features,6tDcnNa5EQjItBRWX7rdAU,spotify:track:6tDcnNa5EQjItBRWX7rdAU,https://api.spotify.com/v1/tracks/6tDcnNa5EQjItBRWX7rdAU,https://api.spotify.com/v1/audio-analysis/6tDcnNa5EQjItBRWX7rdAU,203680.0,4.0
The Call Of The Freaks,J. C. Higginbotham,6tDcnNa5EQjItBRWX7rdAU,0.764,0.181,10.0,-15.303,1.0,0.0695,0.985,0.688,0.139,0.541,112.682,audio_features,6tDcnNa5EQjItBRWX7rdAU,spotify:track:6tDcnNa5EQjItBRWX7rdAU,https://api.spotify.com/v1/tracks/6tDcnNa5EQjItBRWX7rdAU,https://api.spotify.com/v1/audio-analysis/6tDcnNa5EQjItBRWX7rdAU,203680.0,4.0
The Call Of The Freaks,Charlie Holmes,6tDcnNa5EQjItBRWX7rdAU,0.764,0.181,10.0,-15.303,1.0,0.0695,0.985,0.688,0.139,0.541,112.682,audio_features,6tDcnNa5EQjItBRWX7rdAU,spotify:track:6tDcnNa5EQjItBRWX7rdAU,https://api.spotify.com/v1/tracks/6tDcnNa5EQjItBRWX7rdAU,https://api.spotify.com/v1/audio-analysis/6tDcnNa5EQjItBRWX7rdAU,203680.0,4.0
The Call Of The Freaks,George,6tDcnNa5EQjItBRWX7rdAU,0.764,0.181,10.0,-15.303,1.0,0.0695,0.985,0.688,0.139,0.541,112.682,audio_features,6tDcnNa5EQjItBRWX7rdAU,spotify:track:6tDcnNa5EQjItBRWX7rdAU,https://api.spotify.com/v1/tracks/6tDcnNa5EQjItBRWX7rdAU,https://api.spotify.com/v1/audio-analysis/6tDcnNa5EQjItBRWX7rdAU,203680.0,4.0
Careless Love,Josh White,2gAfxH98l9EPXpY3it3FnW,0.37,0.0897,9.0,-18.311,1.0,0.0542,0.977,0.153,0.253,0.342,211.078,audio_features,2gAfxH98l9EPXpY3it3FnW,spotify:track:2gAfxH98l9EPXpY3it3FnW,https://api.spotify.com/v1/tracks/2gAfxH98l9EPXpY3it3FnW,https://api.spotify.com/v1/audio-analysis/2gAfxH98l9EPXpY3it3FnW,196075.0,4.0
Chattanooga Choo Choo,Glenn Miller,1XogctkYSgvS6R4zSKRLkQ,0.596,0.31,0.0,-10.441,1.0,0.0689,0.947,3e-05,0.452,0.615,145.732,audio_features,1XogctkYSgvS6R4zSKRLkQ,spotify:track:1XogctkYSgvS6R4zSKRLkQ,https://api.spotify.com/v1/tracks/1XogctkYSgvS6R4zSKRLkQ,https://api.spotify.com/v1/audio-analysis/1XogctkYSgvS6R4zSKRLkQ,206213.0,4.0
Cherokee,Charlie Barnet,4p2zqiXebuf1TzMudXNX2i,0.527,0.397,7.0,-10.171,0.0,0.0353,0.891,0.687,0.146,0.786,171.961,audio_features,4p2zqiXebuf1TzMudXNX2i,spotify:track:4p2zqiXebuf1TzMudXNX2i,https://api.spotify.com/v1/tracks/4p2zqiXebuf1TzMudXNX2i,https://api.spotify.com/v1/audio-analysis/4p2zqiXebuf1TzMudXNX2i,198068.0,4.0
Dear Old Southland (Take 1),Henry S. Creamer,6QsSRJdm1tmG5b8TCeIzXo,0.68,0.0613,0.0,-22.331,0.0,0.0428,0.995,0.942,0.137,0.185,105.949,audio_features,6QsSRJdm1tmG5b8TCeIzXo,spotify:track:6QsSRJdm1tmG5b8TCeIzXo,https://api.spotify.com/v1/tracks/6QsSRJdm1tmG5b8TCeIzXo,https://api.spotify.com/v1/audio-analysis/6QsSRJdm1tmG5b8TCeIzXo,199067.0,4.0
Dear Old Southland (Take 1),Layton Turner,6QsSRJdm1tmG5b8TCeIzXo,0.68,0.0613,0.0,-22.331,0.0,0.0428,0.995,0.942,0.137,0.185,105.949,audio_features,6QsSRJdm1tmG5b8TCeIzXo,spotify:track:6QsSRJdm1tmG5b8TCeIzXo,https://api.spotify.com/v1/tracks/6QsSRJdm1tmG5b8TCeIzXo,https://api.spotify.com/v1/audio-analysis/6QsSRJdm1tmG5b8TCeIzXo,199067.0,4.0
Dear Old Southland (Take 1),Duke Ellington,6QsSRJdm1tmG5b8TCeIzXo,0.68,0.0613,0.0,-22.331,0.0,0.0428,0.995,0.942,0.137,0.185,105.949,audio_features,6QsSRJdm1tmG5b8TCeIzXo,spotify:track:6QsSRJdm1tmG5b8TCeIzXo,https://api.spotify.com/v1/tracks/6QsSRJdm1tmG5b8TCeIzXo,https://api.spotify.com/v1/audio-analysis/6QsSRJdm1tmG5b8TCeIzXo,199067.0,4.0
String Quartet No. 15 in A Minor.I.Assai sostenuto. Allegro - Heiliger Dankgesang,Taneyev Quartet,3wbiZFBLiGFBqMlrQNLBh2,0.272,0.149,5.0,-16.404,1.0,0.0379,0.92,0.41,0.074,0.0799,120.552,audio_features,3wbiZFBLiGFBqMlrQNLBh2,spotify:track:3wbiZFBLiGFBqMlrQNLBh2,https://api.spotify.com/v1/tracks/3wbiZFBLiGFBqMlrQNLBh2,https://api.spotify.com/v1/audio-analysis/3wbiZFBLiGFBqMlrQNLBh2,578683.0,4.0
Androgynous,The Replacements,3fnL2JDgy4QD04araOl0eY,0.476,0.361,11.0,-9.312,1.0,0.0287,0.518,0.0,0.0817,0.389,106.484,audio_features,3fnL2JDgy4QD04araOl0eY,spotify:track:3fnL2JDgy4QD04araOl0eY,https://api.spotify.com/v1/tracks/3fnL2JDgy4QD04araOl0eY,https://api.spotify.com/v1/audio-analysis/3fnL2JDgy4QD04araOl0eY,190853.0,4.0
******* (Plastic Jesus),The Flaming Lips,1htaPCWAvl0XwYIt5j1IdE,0.43,0.00983,7.0,-32.222,1.0,0.0365,0.812,0.000717,0.272,0.195,116.689,audio_features,1htaPCWAvl0XwYIt5j1IdE,spotify:track:1htaPCWAvl0XwYIt5j1IdE,https://api.spotify.com/v1/tracks/1htaPCWAvl0XwYIt5j1IdE,https://api.spotify.com/v1/audio-analysis/1htaPCWAvl0XwYIt5j1IdE,138773.0,4.0
Turn It On,The Flaming Lips,7EDSrqFVA9WFTN4gYdt7l4,0.404,0.953,2.0,-4.739,1.0,0.103,0.00604,5.24e-05,0.391,0.545,86.176,audio_features,7EDSrqFVA9WFTN4gYdt7l4,spotify:track:7EDSrqFVA9WFTN4gYdt7l4,https://api.spotify.com/v1/tracks/7EDSrqFVA9WFTN4gYdt7l4,https://api.spotify.com/v1/audio-analysis/7EDSrqFVA9WFTN4gYdt7l4,281853.0,4.0
Pilot Can at the Queer of God,The Flaming Lips,3q0OjLHRGyT5As4MGvj4FJ,0.392,0.883,2.0,-8.181,1.0,0.0429,1.61e-05,0.0143,0.699,0.699,141.78,audio_features,3q0OjLHRGyT5As4MGvj4FJ,spotify:track:3q0OjLHRGyT5As4MGvj4FJ,https://api.spotify.com/v1/tracks/3q0OjLHRGyT5As4MGvj4FJ,https://api.spotify.com/v1/audio-analysis/3q0OjLHRGyT5As4MGvj4FJ,256827.0,4.0
"Africa Talks to You (""The Asphalt Jungle"")",Sly & The Family Stone,0CDAXc3bkzzv9wIXT3XPyd,0.804,0.53,2.0,-12.854,1.0,0.0694,0.315,0.00489,0.081,0.381,91.173,audio_features,0CDAXc3bkzzv9wIXT3XPyd,spotify:track:0CDAXc3bkzzv9wIXT3XPyd,https://api.spotify.com/v1/tracks/0CDAXc3bkzzv9wIXT3XPyd,https://api.spotify.com/v1/audio-analysis/0CDAXc3bkzzv9wIXT3XPyd,525267.0,4.0
There's a Riot Goin' On,Sly & The Family Stone,2GJR74Y8UXDlNicYCnCpge,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,audio_features,2GJR74Y8UXDlNicYCnCpge,spotify:track:2GJR74Y8UXDlNicYCnCpge,https://api.spotify.com/v1/tracks/2GJR74Y8UXDlNicYCnCpge,https://api.spotify.com/v1/audio-analysis/2GJR74Y8UXDlNicYCnCpge,4000.0,0.0
Brave & Strong - Single Version,Sly & The Family Stone,5KF0EK4CXSyX9XBNQXw6kJ,0.867,0.618,1.0,-11.083,1.0,0.109,0.309,0.0208,0.0793,0.835,100.557,audio_features,5KF0EK4CXSyX9XBNQXw6kJ,spotify:track:5KF0EK4CXSyX9XBNQXw6kJ,https://api.spotify.com/v1/tracks/5KF0EK4CXSyX9XBNQXw6kJ,https://api.spotify.com/v1/audio-analysis/5KF0EK4CXSyX9XBNQXw6kJ,209227.0,4.0
Cabinessence - Remastered 2001,The Beach Boys,6TzuVCq1zRS7sX5DLBGSb9,0.29,0.242,5.0,-14.724,1.0,0.0345,0.25,0.627,0.0922,0.2,94.232,audio_features,6TzuVCq1zRS7sX5DLBGSb9,spotify:track:6TzuVCq1zRS7sX5DLBGSb9,https://api.spotify.com/v1/tracks/6TzuVCq1zRS7sX5DLBGSb9,https://api.spotify.com/v1/audio-analysis/6TzuVCq1zRS7sX5DLBGSb9,215133.0,4.0
The Girl Can't Help It,Little Richard,1NkDAnonseUTjMijcg0Kpy,0.542,0.605,0.0,-10.711,0.0,0.112,0.424,0.0,0.0832,0.908,174.097,audio_features,1NkDAnonseUTjMijcg0Kpy,spotify:track:1NkDAnonseUTjMijcg0Kpy,https://api.spotify.com/v1/tracks/1NkDAnonseUTjMijcg0Kpy,https://api.spotify.com/v1/audio-analysis/1NkDAnonseUTjMijcg0Kpy,150253.0,4.0
I Know Who You Been Socking It To,The Isley Brothers,3NbPStpTH3aytylN8pV0KK,0.617,0.845,10.0,-7.76,1.0,0.176,0.445,1.02e-06,0.0814,0.821,94.838,audio_features,3NbPStpTH3aytylN8pV0KK,spotify:track:3NbPStpTH3aytylN8pV0KK,https://api.spotify.com/v1/tracks/3NbPStpTH3aytylN8pV0KK,https://api.spotify.com/v1/audio-analysis/3NbPStpTH3aytylN8pV0KK,163880.0,4.0
Save Me,The Isley Brothers,45BRlginCQBnECQn9XEaSr,0.456,0.467,0.0,-10.182,1.0,0.0284,0.542,0.0,0.148,0.305,80.163,audio_features,45BRlginCQBnECQn9XEaSr,spotify:track:45BRlginCQBnECQn9XEaSr,https://api.spotify.com/v1/tracks/45BRlginCQBnECQn9XEaSr,https://api.spotify.com/v1/audio-analysis/45BRlginCQBnECQn9XEaSr,211067.0,3.0
I Must Be Losing My Touch,The Isley Brothers,1n6UklwBihkm8ut01QF1yL,0.661,0.622,9.0,-8.124,0.0,0.0641,0.11,0.0,0.105,0.844,129.348,audio_features,1n6UklwBihkm8ut01QF1yL,spotify:track:1n6UklwBihkm8ut01QF1yL,https://api.spotify.com/v1/tracks/1n6UklwBihkm8ut01QF1yL,https://api.spotify.com/v1/audio-analysis/1n6UklwBihkm8ut01QF1yL,122627.0,4.0
Love Is What You Make It,The Isley Brothers,4ENCCkkaaej2lZdj7u5ZJZ,0.512,0.346,0.0,-10.752,1.0,0.0243,0.698,7.78e-05,0.0954,0.723,80.373,audio_features,4ENCCkkaaej2lZdj7u5ZJZ,spotify:track:4ENCCkkaaej2lZdj7u5ZJZ,https://api.spotify.com/v1/tracks/4ENCCkkaaej2lZdj7u5ZJZ,https://api.spotify.com/v1/audio-analysis/4ENCCkkaaej2lZdj7u5ZJZ,157013.0,3.0
"Wendy - Live On The Ed Sullivan Show, September 27, 1964",The Beach Boys,2dR0D2SDeZaF6drsIYITIw,0.394,0.773,10.0,-10.862,1.0,0.112,0.231,6.03e-05,0.27,0.691,136.515,audio_features,2dR0D2SDeZaF6drsIYITIw,spotify:track:2dR0D2SDeZaF6drsIYITIw,https://api.spotify.com/v1/tracks/2dR0D2SDeZaF6drsIYITIw,https://api.spotify.com/v1/audio-analysis/2dR0D2SDeZaF6drsIYITIw,129363.0,4.0
Love And Sex - 2020 Remaster,Prince,29b2Oi3p3qRqLUazkShK0N,0.477,0.699,9.0,-9.121,1.0,0.0559,0.427,0.0,0.156,0.73,134.282,audio_features,29b2Oi3p3qRqLUazkShK0N,spotify:track:29b2Oi3p3qRqLUazkShK0N,https://api.spotify.com/v1/tracks/29b2Oi3p3qRqLUazkShK0N,https://api.spotify.com/v1/audio-analysis/29b2Oi3p3qRqLUazkShK0N,251733.0,4.0
Big Tall Wall (Version 1) - 2020 Remaster,Prince,0QvXkEvrlMiLDAjw4Vn3dZ,0.846,0.548,6.0,-12.315,1.0,0.0407,0.0519,0.00182,0.0835,0.962,131.661,audio_features,0QvXkEvrlMiLDAjw4Vn3dZ,spotify:track:0QvXkEvrlMiLDAjw4Vn3dZ,https://api.spotify.com/v1/tracks/0QvXkEvrlMiLDAjw4Vn3dZ,https://api.spotify.com/v1/audio-analysis/0QvXkEvrlMiLDAjw4Vn3dZ,358602.0,4.0
What Would I Do Without You,Ray Charles,1OX47xwgHepSqxJHPimAlz,0.597,0.163,4.0,-11.156,1.0,0.0345,0.923,1.18e-05,0.0866,0.479,125.593,audio_features,1OX47xwgHepSqxJHPimAlz,spotify:track:1OX47xwgHepSqxJHPimAlz,https://api.spotify.com/v1/tracks/1OX47xwgHepSqxJHPimAlz,https://api.spotify.com/v1/audio-analysis/1OX47xwgHepSqxJHPimAlz,158773.0,3.0
It's All Right,Ray Charles,3a5PF7Fh2lHZosBuygpNO3,0.484,0.246,7.0,-13.111,0.0,0.0467,0.721,0.0,0.219,0.5,77.094,audio_features,3a5PF7Fh2lHZosBuygpNO3,spotify:track:3a5PF7Fh2lHZosBuygpNO3,https://api.spotify.com/v1/tracks/3a5PF7Fh2lHZosBuygpNO3,https://api.spotify.com/v1/audio-analysis/3a5PF7Fh2lHZosBuygpNO3,139373.0,4.0
Swanee River Rock (Talkin' 'Bout That River),Ray Charles,5O3GgXP1gyri6sdStU6TQW,0.743,0.519,8.0,-10.481,1.0,0.0685,0.807,0.00228,0.0611,0.863,97.763,audio_features,5O3GgXP1gyri6sdStU6TQW,spotify:track:5O3GgXP1gyri6sdStU6TQW,https://api.spotify.com/v1/tracks/5O3GgXP1gyri6sdStU6TQW,https://api.spotify.com/v1/audio-analysis/5O3GgXP1gyri6sdStU6TQW,142573.0,3.0
Yes Indeed!,Ray Charles,7nhVbznc8qXuH1e1AUjuuJ,0.628,0.359,10.0,-16.018,1.0,0.0694,0.737,0.0,0.118,0.896,116.093,audio_features,7nhVbznc8qXuH1e1AUjuuJ,spotify:track:7nhVbznc8qXuH1e1AUjuuJ,https://api.spotify.com/v1/tracks/7nhVbznc8qXuH1e1AUjuuJ,https://api.spotify.com/v1/audio-analysis/7nhVbznc8qXuH1e1AUjuuJ,137867.0,4.0
Get on the Right Track,Ray Charles,4zcm78EFGaXNOPG0ly1UOG,0.624,0.253,8.0,-10.939,1.0,0.204,0.552,0.0,0.157,0.777,81.855,audio_features,4zcm78EFGaXNOPG0ly1UOG,spotify:track:4zcm78EFGaXNOPG0ly1UOG,https://api.spotify.com/v1/tracks/4zcm78EFGaXNOPG0ly1UOG,https://api.spotify.com/v1/audio-analysis/4zcm78EFGaXNOPG0ly1UOG,142000.0,4.0
Talkin' 'Bout You,Ray Charles,1GXnNAtB1Rs5LsdG27lFu5,0.41,0.589,1.0,-10.341,1.0,0.091,0.726,0.0,0.0927,0.969,200.6,audio_features,1GXnNAtB1Rs5LsdG27lFu5,spotify:track:1GXnNAtB1Rs5LsdG27lFu5,https://api.spotify.com/v1/tracks/1GXnNAtB1Rs5LsdG27lFu5,https://api.spotify.com/v1/audio-analysis/1GXnNAtB1Rs5LsdG27lFu5,172467.0,4.0
Lonely Avenue,Ray Charles,6tEJxuPnNDv6XL49nZEW7f,0.712,0.234,1.0,-10.92,1.0,0.0391,0.8,0.0,0.0815,0.599,71.111,audio_features,6tEJxuPnNDv6XL49nZEW7f,spotify:track:6tEJxuPnNDv6XL49nZEW7f,https://api.spotify.com/v1/tracks/6tEJxuPnNDv6XL49nZEW7f,https://api.spotify.com/v1/audio-analysis/6tEJxuPnNDv6XL49nZEW7f,157560.0,4.0
Blackjack,Ray Charles,4Rs9oRN8uQrEbPSrEL6pp8,0.673,0.224,2.0,-12.043,1.0,0.0542,0.828,0.0,0.0792,0.464,115.757,audio_features,4Rs9oRN8uQrEbPSrEL6pp8,spotify:track:4Rs9oRN8uQrEbPSrEL6pp8,https://api.spotify.com/v1/tracks/4Rs9oRN8uQrEbPSrEL6pp8,https://api.spotify.com/v1/audio-analysis/4Rs9oRN8uQrEbPSrEL6pp8,139627.0,4.0
The Sun's Gonna Shine Again,Ray Charles,3kbFqFnb85RsyKBORV5bfx,0.544,0.201,10.0,-11.357,0.0,0.0336,0.933,3.16e-06,0.073,0.334,69.041,audio_features,3kbFqFnb85RsyKBORV5bfx,spotify:track:3kbFqFnb85RsyKBORV5bfx,https://api.spotify.com/v1/tracks/3kbFqFnb85RsyKBORV5bfx,https://api.spotify.com/v1/audio-analysis/3kbFqFnb85RsyKBORV5bfx,161307.0,4.0
I Had a Dream,Ray Charles,0Ra5MzskvymG3U6XbjdXQA,0.502,0.321,1.0,-14.278,1.0,0.0389,0.845,0.0,0.326,0.905,105.427,audio_features,0Ra5MzskvymG3U6XbjdXQA,spotify:track:0Ra5MzskvymG3U6XbjdXQA,https://api.spotify.com/v1/tracks/0Ra5MzskvymG3U6XbjdXQA,https://api.spotify.com/v1/audio-analysis/0Ra5MzskvymG3U6XbjdXQA,177267.0,4.0
Heartbreaker,Ray Charles,3AKFoX3dp7EIcUIDZufDw1,0.789,0.513,6.0,-9.055,1.0,0.0457,0.824,3.63e-05,0.0862,0.882,76.753,audio_features,3AKFoX3dp7EIcUIDZufDw1,spotify:track:3AKFoX3dp7EIcUIDZufDw1,https://api.spotify.com/v1/tracks/3AKFoX3dp7EIcUIDZufDw1,https://api.spotify.com/v1/audio-analysis/3AKFoX3dp7EIcUIDZufDw1,174533.0,4.0
Leave My Woman Alone,Ray Charles,79amxLmClus7rOwwfyu5YO,0.668,0.476,9.0,-11.791,1.0,0.048,0.746,0.0,0.147,0.842,139.309,audio_features,79amxLmClus7rOwwfyu5YO,spotify:track:79amxLmClus7rOwwfyu5YO,https://api.spotify.com/v1/tracks/79amxLmClus7rOwwfyu5YO,https://api.spotify.com/v1/audio-analysis/79amxLmClus7rOwwfyu5YO,160800.0,4.0
Rhythm Nation - Extended Version,Janet Jackson,4bttfJUA0yrpu75qgr6ebU,0.613,0.968,9.0,-4.955,1.0,0.0882,0.00749,0.0905,0.531,0.538,109.055,audio_features,4bttfJUA0yrpu75qgr6ebU,spotify:track:4bttfJUA0yrpu75qgr6ebU,https://api.spotify.com/v1/tracks/4bttfJUA0yrpu75qgr6ebU,https://api.spotify.com/v1/audio-analysis/4bttfJUA0yrpu75qgr6ebU,358333.0,4.0
Love the One You're With,The Isley Brothers,0NnyYBnyStcNKDu7PejLPF,0.75,0.78,4.0,-7.861,1.0,0.036,0.367,2.67e-06,0.153,0.738,94.864,audio_features,0NnyYBnyStcNKDu7PejLPF,spotify:track:0NnyYBnyStcNKDu7PejLPF,https://api.spotify.com/v1/tracks/0NnyYBnyStcNKDu7PejLPF,https://api.spotify.com/v1/audio-analysis/0NnyYBnyStcNKDu7PejLPF,223520.0,4.0
"Let Me Love You - Live at the Filmore West July 24, 1968",Jeff Beck,6xRo1hmMpMH8LkHR3ImVO9,0.544,0.325,0.0,-20.001,1.0,0.0532,0.379,0.00261,0.233,0.591,94.162,audio_features,6xRo1hmMpMH8LkHR3ImVO9,spotify:track:6xRo1hmMpMH8LkHR3ImVO9,https://api.spotify.com/v1/tracks/6xRo1hmMpMH8LkHR3ImVO9,https://api.spotify.com/v1/audio-analysis/6xRo1hmMpMH8LkHR3ImVO9,356873.0,4.0
Little Wing - Live,Jeff Beck,4oDzhUXj90xgPjq6QqgBfC,0.378,0.625,3.0,-6.783,0.0,0.045,0.276,0.0362,0.951,0.146,132.213,audio_features,4oDzhUXj90xgPjq6QqgBfC,spotify:track:4oDzhUXj90xgPjq6QqgBfC,https://api.spotify.com/v1/tracks/4oDzhUXj90xgPjq6QqgBfC,https://api.spotify.com/v1/audio-analysis/4oDzhUXj90xgPjq6QqgBfC,231427.0,4.0
Danny Boy - Live,Jeff Beck,5qDjGbFr7ngrtvniTJR9Yp,0.454,0.222,2.0,-10.956,1.0,0.0372,0.964,0.861,0.694,0.233,127.364,audio_features,5qDjGbFr7ngrtvniTJR9Yp,spotify:track:5qDjGbFr7ngrtvniTJR9Yp,https://api.spotify.com/v1/tracks/5qDjGbFr7ngrtvniTJR9Yp,https://api.spotify.com/v1/audio-analysis/5qDjGbFr7ngrtvniTJR9Yp,94800.0,3.0
Rollin' and Tumblin' - Live,Jeff Beck,1nEPEGmRi3o8ybsCepKaEp,0.533,0.92,7.0,-4.919,1.0,0.211,0.233,0.182,0.757,0.195,124.708,audio_features,1nEPEGmRi3o8ybsCepKaEp,spotify:track:1nEPEGmRi3o8ybsCepKaEp,https://api.spotify.com/v1/tracks/1nEPEGmRi3o8ybsCepKaEp,https://api.spotify.com/v1/audio-analysis/1nEPEGmRi3o8ybsCepKaEp,373560.0,4.0
Stratus - Live,Jeff Beck,4kBlwSY1oaRlwClP3aEwuY,0.509,0.892,9.0,-6.217,1.0,0.171,0.0206,0.0255,0.953,0.615,82.26,audio_features,4kBlwSY1oaRlwClP3aEwuY,spotify:track:4kBlwSY1oaRlwClP3aEwuY,https://api.spotify.com/v1/tracks/4kBlwSY1oaRlwClP3aEwuY,https://api.spotify.com/v1/audio-analysis/4kBlwSY1oaRlwClP3aEwuY,287160.0,4.0
You Never Know - Live,Jeff Beck,3lUVBx8Nz1XC4Pko11C1lR,0.412,0.847,5.0,-5.384,1.0,0.149,0.00337,0.0116,0.97,0.633,104.609,audio_features,3lUVBx8Nz1XC4Pko11C1lR,spotify:track:3lUVBx8Nz1XC4Pko11C1lR,https://api.spotify.com/v1/tracks/3lUVBx8Nz1XC4Pko11C1lR,https://api.spotify.com/v1/audio-analysis/3lUVBx8Nz1XC4Pko11C1lR,200920.0,4.0
A Day In The Life - Live,Jeff Beck,2kxmssOAIAueViJAtnZDiW,0.388,0.589,4.0,-6.541,0.0,0.0378,0.0634,0.165,0.79,0.159,73.205,audio_features,2kxmssOAIAueViJAtnZDiW,spotify:track:2kxmssOAIAueViJAtnZDiW,https://api.spotify.com/v1/tracks/2kxmssOAIAueViJAtnZDiW,https://api.spotify.com/v1/audio-analysis/2kxmssOAIAueViJAtnZDiW,286267.0,4.0
Behind The Veil - Live,Jeff Beck,125A2rR00XHm5xbeWrREeK,0.606,0.714,9.0,-7.137,0.0,0.139,0.0534,0.0136,0.941,0.773,76.751,audio_features,125A2rR00XHm5xbeWrREeK,spotify:track:125A2rR00XHm5xbeWrREeK,https://api.spotify.com/v1/tracks/125A2rR00XHm5xbeWrREeK,https://api.spotify.com/v1/audio-analysis/125A2rR00XHm5xbeWrREeK,309453.0,4.0
Freeway Jam - Live,Jeff Beck,4wY4zMmXhkcP3iScBBK8R0,0.376,0.846,2.0,-11.032,1.0,0.0564,0.0167,0.632,0.849,0.356,114.258,audio_features,4wY4zMmXhkcP3iScBBK8R0,spotify:track:4wY4zMmXhkcP3iScBBK8R0,https://api.spotify.com/v1/tracks/4wY4zMmXhkcP3iScBBK8R0,https://api.spotify.com/v1/audio-analysis/4wY4zMmXhkcP3iScBBK8R0,443600.0,3.0
She's a Woman - Live,Jeff Beck,5X58TTjdm2JmA0kbePsvre,0.696,0.677,2.0,-12.888,1.0,0.188,0.056,0.455,0.697,0.587,90.466,audio_features,5X58TTjdm2JmA0kbePsvre,spotify:track:5X58TTjdm2JmA0kbePsvre,https://api.spotify.com/v1/tracks/5X58TTjdm2JmA0kbePsvre,https://api.spotify.com/v1/audio-analysis/5X58TTjdm2JmA0kbePsvre,266427.0,4.0
Scatterbrain - Live,Jeff Beck,7ovpaEYE3v9G3SSh2k0UIc,0.283,0.903,9.0,-10.372,0.0,0.107,0.0939,0.767,0.688,0.284,76.114,audio_features,7ovpaEYE3v9G3SSh2k0UIc,spotify:track:7ovpaEYE3v9G3SSh2k0UIc,https://api.spotify.com/v1/tracks/7ovpaEYE3v9G3SSh2k0UIc,https://api.spotify.com/v1/audio-analysis/7ovpaEYE3v9G3SSh2k0UIc,447107.0,4.0
Blue Wind - Live,Jeff Beck,6yqYmB8Lc9hiKlQVpZqpuA,0.359,0.847,2.0,-10.97,1.0,0.0792,0.00485,0.346,0.991,0.428,89.974,audio_features,6yqYmB8Lc9hiKlQVpZqpuA,spotify:track:6yqYmB8Lc9hiKlQVpZqpuA,https://api.spotify.com/v1/tracks/6yqYmB8Lc9hiKlQVpZqpuA,https://api.spotify.com/v1/audio-analysis/6yqYmB8Lc9hiKlQVpZqpuA,394600.0,4.0
The Revolution Will Be Televised,Jeff Beck,0iMZNufksOad2ScfmV5svc,0.365,0.678,2.0,-5.83,1.0,0.0519,0.0237,0.476,0.0882,0.147,113.991,audio_features,0iMZNufksOad2ScfmV5svc,spotify:track:0iMZNufksOad2ScfmV5svc,https://api.spotify.com/v1/tracks/0iMZNufksOad2ScfmV5svc,https://api.spotify.com/v1/audio-analysis/0iMZNufksOad2ScfmV5svc,232440.0,3.0
Blue Wind,Jeff Beck,61EV3vuEsYHT1xtsb8SND1,0.285,0.77,2.0,-8.512,1.0,0.056,0.00279,0.819,0.0868,0.83,180.438,audio_features,61EV3vuEsYHT1xtsb8SND1,spotify:track:61EV3vuEsYHT1xtsb8SND1,https://api.spotify.com/v1/tracks/61EV3vuEsYHT1xtsb8SND1,https://api.spotify.com/v1/audio-analysis/61EV3vuEsYHT1xtsb8SND1,354053.0,4.0
Mother-In-Law,Ohio Players,7MkfaaqGcJn0JYWwbwBr7G,0.479,0.894,2.0,-8.177,1.0,0.047,0.401,0.000527,0.22,0.829,95.735,audio_features,7MkfaaqGcJn0JYWwbwBr7G,spotify:track:7MkfaaqGcJn0JYWwbwBr7G,https://api.spotify.com/v1/tracks/7MkfaaqGcJn0JYWwbwBr7G,https://api.spotify.com/v1/audio-analysis/7MkfaaqGcJn0JYWwbwBr7G,186107.0,4.0
Over The Rainbow,Ohio Players,13VLCL0dWUfqeBbjuC6uny,0.281,0.283,3.0,-10.529,1.0,0.0308,0.633,0.00081,0.376,0.381,70.44,audio_features,13VLCL0dWUfqeBbjuC6uny,spotify:track:13VLCL0dWUfqeBbjuC6uny,https://api.spotify.com/v1/tracks/13VLCL0dWUfqeBbjuC6uny,https://api.spotify.com/v1/audio-analysis/13VLCL0dWUfqeBbjuC6uny,260800.0,3.0
