song,artist,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Cross Patch,Fats Waller,791W2VYQCArPJckEdSEeF9,0.836,0.231,5.0,-13.575,1.0,0.0639,0.959,0.0688,0.105,0.681,139.144,audio_features,791W2VYQCArPJckEdSEeF9,spotify:track:791W2VYQCArPJckEdSEeF9,https://api.spotify.com/v1/tracks/791W2VYQCArPJckEdSEeF9,https://api.spotify.com/v1/audio-analysis/791W2VYQCArPJckEdSEeF9,206067.0,4.0
Bewildered,James Brown & The Famous Flames,31ksesdcfDSW7Q0RbeBs7a,0.455,0.354,5.0,-10.624,1.0,0.0281,0.688,0.0,0.359,0.472,105.473,audio_features,31ksesdcfDSW7Q0RbeBs7a,spotify:track:31ksesdcfDSW7Q0RbeBs7a,https://api.spotify.com/v1/tracks/31ksesdcfDSW7Q0RbeBs7a,https://api.spotify.com/v1/audio-analysis/31ksesdcfDSW7Q0RbeBs7a,143133.0,1.0
"Please, Please, Please",James Brown & The Famous Flames,1g65A2AL9FOku870z0I0zw,0.54,0.198,5.0,-12.271,1.0,0.0372,0.735,0.0,0.151,0.701,109.035,audio_features,1g65A2AL9FOku870z0I0zw,spotify:track:1g65A2AL9FOku870z0I0zw,https://api.spotify.com/v1/tracks/1g65A2AL9FOku870z0I0zw,https://api.spotify.com/v1/audio-analysis/1g65A2AL9FOku870z0I0zw,164467.0,4.0
Why Do You Do Me,James Brown & The Famous Flames,3c5rHpet5AA0eaSNLGVPdy,0.534,0.2,5.0,-11.751,1.0,0.0397,0.75,0.0,0.209,0.646,117.346,audio_features,3c5rHpet5AA0eaSNLGVPdy,spotify:track:3c5rHpet5AA0eaSNLGVPdy,https://api.spotify.com/v1/tracks/3c5rHpet5AA0eaSNLGVPdy,https://api.spotify.com/v1/audio-analysis/3c5rHpet5AA0eaSNLGVPdy,180227.0,3.0
Try Me,James Brown,6W2TqKD8Me6WsE2osmnZxK,0.673,0.245,0.0,-13.843,1.0,0.0313,0.917,0.0,0.346,0.616,101.551,audio_features,6W2TqKD8Me6WsE2osmnZxK,spotify:track:6W2TqKD8Me6WsE2osmnZxK,https://api.spotify.com/v1/tracks/6W2TqKD8Me6WsE2osmnZxK,https://api.spotify.com/v1/audio-analysis/6W2TqKD8Me6WsE2osmnZxK,151600.0,3.0
Tell Me What I Did Wrong,James Brown & The Famous Flames,2D68Dmpo9BAPgPh8BeFTC9,0.34,0.49,9.0,-9.927,1.0,0.0701,0.777,0.0,0.394,0.815,178.286,audio_features,2D68Dmpo9BAPgPh8BeFTC9,spotify:track:2D68Dmpo9BAPgPh8BeFTC9,https://api.spotify.com/v1/tracks/2D68Dmpo9BAPgPh8BeFTC9,https://api.spotify.com/v1/audio-analysis/2D68Dmpo9BAPgPh8BeFTC9,141200.0,3.0
Good Good Lovin',James Brown & The Famous Flames,2A4QnfMoxyntCvguGHqpwX,0.651,0.574,5.0,-11.233,1.0,0.234,0.666,1.36e-06,0.128,0.966,156.836,audio_features,2A4QnfMoxyntCvguGHqpwX,spotify:track:2A4QnfMoxyntCvguGHqpwX,https://api.spotify.com/v1/tracks/2A4QnfMoxyntCvguGHqpwX,https://api.spotify.com/v1/audio-analysis/2A4QnfMoxyntCvguGHqpwX,139467.0,4.0
I'll Go Crazy,James Brown & The Famous Flames,4BnyZvPSc0cPCpNQxdjoyp,0.619,0.422,2.0,-10.94,0.0,0.0614,0.701,0.0,0.0588,0.791,134.019,audio_features,4BnyZvPSc0cPCpNQxdjoyp,spotify:track:4BnyZvPSc0cPCpNQxdjoyp,https://api.spotify.com/v1/tracks/4BnyZvPSc0cPCpNQxdjoyp,https://api.spotify.com/v1/audio-analysis/4BnyZvPSc0cPCpNQxdjoyp,127467.0,3.0
I Know It's True,James Brown & The Famous Flames,0f7YrJS9G18OOgjz88fm9Q,0.679,0.221,7.0,-13.613,1.0,0.0814,0.892,0.000127,0.165,0.351,109.056,audio_features,0f7YrJS9G18OOgjz88fm9Q,spotify:track:0f7YrJS9G18OOgjz88fm9Q,https://api.spotify.com/v1/tracks/0f7YrJS9G18OOgjz88fm9Q,https://api.spotify.com/v1/audio-analysis/0f7YrJS9G18OOgjz88fm9Q,161227.0,1.0
Think,James Brown & The Famous Flames,3HIPKXSWy7DwBFVobjbpeY,0.7,0.707,3.0,-8.55,1.0,0.101,0.414,1.48e-06,0.265,0.908,78.549,audio_features,3HIPKXSWy7DwBFVobjbpeY,spotify:track:3HIPKXSWy7DwBFVobjbpeY,https://api.spotify.com/v1/tracks/3HIPKXSWy7DwBFVobjbpeY,https://api.spotify.com/v1/audio-analysis/3HIPKXSWy7DwBFVobjbpeY,166200.0,4.0
Baby You're Right,James Brown & The Famous Flames,7rh14cIVBL2ShRCGufOytr,0.408,0.276,2.0,-9.465,1.0,0.044,0.625,1.13e-06,0.198,0.507,192.485,audio_features,7rh14cIVBL2ShRCGufOytr,spotify:track:7rh14cIVBL2ShRCGufOytr,https://api.spotify.com/v1/tracks/7rh14cIVBL2ShRCGufOytr,https://api.spotify.com/v1/audio-analysis/7rh14cIVBL2ShRCGufOytr,177533.0,3.0
Lost Someone,James Brown,28tSa4PsE8jx2jWZVaqKRC,0.454,0.243,4.0,-13.515,1.0,0.0439,0.673,2.81e-06,0.214,0.546,188.32,audio_features,28tSa4PsE8jx2jWZVaqKRC,spotify:track:28tSa4PsE8jx2jWZVaqKRC,https://api.spotify.com/v1/tracks/28tSa4PsE8jx2jWZVaqKRC,https://api.spotify.com/v1/audio-analysis/28tSa4PsE8jx2jWZVaqKRC,207373.0,3.0
Night Train,James Brown,5h3WACU7BkF1SWdp8U6Aut,0.811,0.681,1.0,-9.065,1.0,0.107,0.25,0.00605,0.274,0.9,130.555,audio_features,5h3WACU7BkF1SWdp8U6Aut,spotify:track:5h3WACU7BkF1SWdp8U6Aut,https://api.spotify.com/v1/tracks/5h3WACU7BkF1SWdp8U6Aut,https://api.spotify.com/v1/audio-analysis/5h3WACU7BkF1SWdp8U6Aut,219227.0,4.0
I've Got Money,James Brown,4hIJHQ0bLwe6Cu4IG5ZBBa,0.437,0.774,6.0,-8.659,1.0,0.164,0.419,4.4e-05,0.0666,0.822,82.472,audio_features,4hIJHQ0bLwe6Cu4IG5ZBBa,spotify:track:4hIJHQ0bLwe6Cu4IG5ZBBa,https://api.spotify.com/v1/tracks/4hIJHQ0bLwe6Cu4IG5ZBBa,https://api.spotify.com/v1/audio-analysis/4hIJHQ0bLwe6Cu4IG5ZBBa,150573.0,4.0
I Don't Mind,James Brown,6o3nnGyXj9HJs4JGN8b14S,0.553,0.101,0.0,-16.718,1.0,0.0407,0.584,0.01,0.0788,0.34,106.807,audio_features,6o3nnGyXj9HJs4JGN8b14S,spotify:track:6o3nnGyXj9HJs4JGN8b14S,https://api.spotify.com/v1/tracks/6o3nnGyXj9HJs4JGN8b14S,https://api.spotify.com/v1/audio-analysis/6o3nnGyXj9HJs4JGN8b14S,150867.0,3.0
Prisoner Of Love,James Brown & The Famous Flames,62c6nN8EOz0vhc9N4HWjb7,0.537,0.323,10.0,-13.482,1.0,0.0314,0.727,0.0,0.101,0.47,67.324,audio_features,62c6nN8EOz0vhc9N4HWjb7,spotify:track:62c6nN8EOz0vhc9N4HWjb7,https://api.spotify.com/v1/tracks/62c6nN8EOz0vhc9N4HWjb7,https://api.spotify.com/v1/audio-analysis/62c6nN8EOz0vhc9N4HWjb7,145827.0,4.0
Out Of Sight,James Brown,11TSjS3E2C4JTTjR4V05Qb,0.675,0.41,3.0,-11.117,1.0,0.0497,0.3,0.000377,0.0886,0.882,128.732,audio_features,11TSjS3E2C4JTTjR4V05Qb,spotify:track:11TSjS3E2C4JTTjR4V05Qb,https://api.spotify.com/v1/tracks/11TSjS3E2C4JTTjR4V05Qb,https://api.spotify.com/v1/audio-analysis/11TSjS3E2C4JTTjR4V05Qb,140720.0,4.0
Maybe The Last Time,James Brown & The Famous Flames,5L3TKxiMqUUAqtfhIiOR8N,0.51,0.433,7.0,-9.553,1.0,0.0491,0.632,0.0,0.691,0.617,137.954,audio_features,5L3TKxiMqUUAqtfhIiOR8N,spotify:track:5L3TKxiMqUUAqtfhIiOR8N,https://api.spotify.com/v1/tracks/5L3TKxiMqUUAqtfhIiOR8N,https://api.spotify.com/v1/audio-analysis/5L3TKxiMqUUAqtfhIiOR8N,180067.0,3.0
I Got You (I Feel Good),James Brown & The Famous Flames,6SQeYQ38jypp0XvxI0r5yT,0.656,0.408,7.0,-10.529,1.0,0.207,0.319,3.96e-06,0.113,0.65,145.434,audio_features,6SQeYQ38jypp0XvxI0r5yT,spotify:track:6SQeYQ38jypp0XvxI0r5yT,https://api.spotify.com/v1/tracks/6SQeYQ38jypp0XvxI0r5yT,https://api.spotify.com/v1/audio-analysis/6SQeYQ38jypp0XvxI0r5yT,165360.0,4.0
Papa's Got A Brand New Bag,James Brown,7i1xSfwtvKez1Zu39HoPtl,0.723,0.553,4.0,-9.428,1.0,0.0809,0.276,3.31e-05,0.0894,0.89,128.04,audio_features,7i1xSfwtvKez1Zu39HoPtl,spotify:track:7i1xSfwtvKez1Zu39HoPtl,https://api.spotify.com/v1/tracks/7i1xSfwtvKez1Zu39HoPtl,https://api.spotify.com/v1/audio-analysis/7i1xSfwtvKez1Zu39HoPtl,128173.0,4.0
Ain't That A Groove,James Brown,5YaxPheJ3lQpe277S5tBu5,0.739,0.413,0.0,-10.785,1.0,0.198,0.534,2.3e-06,0.572,0.587,121.181,audio_features,5YaxPheJ3lQpe277S5tBu5,spotify:track:5YaxPheJ3lQpe277S5tBu5,https://api.spotify.com/v1/tracks/5YaxPheJ3lQpe277S5tBu5,https://api.spotify.com/v1/audio-analysis/5YaxPheJ3lQpe277S5tBu5,212067.0,4.0
"It's A Man's, Man's, Man's World",James Brown,5nQzA4sMT36NF63C5lEgMS,0.613,0.348,3.0,-11.044,0.0,0.0391,0.667,0.000123,0.0474,0.597,80.986,audio_features,5nQzA4sMT36NF63C5lEgMS,spotify:track:5nQzA4sMT36NF63C5lEgMS,https://api.spotify.com/v1/tracks/5nQzA4sMT36NF63C5lEgMS,https://api.spotify.com/v1/audio-analysis/5nQzA4sMT36NF63C5lEgMS,167333.0,3.0
Cold Sweat,James Brown,1fAGStilMwCZMmehzbzSgA,0.913,0.501,7.0,-8.796,1.0,0.0401,0.0556,0.00324,0.0589,0.694,111.841,audio_features,1fAGStilMwCZMmehzbzSgA,spotify:track:1fAGStilMwCZMmehzbzSgA,https://api.spotify.com/v1/tracks/1fAGStilMwCZMmehzbzSgA,https://api.spotify.com/v1/audio-analysis/1fAGStilMwCZMmehzbzSgA,452400.0,4.0
Get It Together,James Brown,2GyczRdzK6ow5DWmHnAA4V,0.758,0.647,5.0,-7.764,1.0,0.219,0.361,0.0,0.0851,0.837,144.355,audio_features,2GyczRdzK6ow5DWmHnAA4V,spotify:track:2GyczRdzK6ow5DWmHnAA4V,https://api.spotify.com/v1/tracks/2GyczRdzK6ow5DWmHnAA4V,https://api.spotify.com/v1/audio-analysis/2GyczRdzK6ow5DWmHnAA4V,538640.0,4.0
"I Can't Stand Myself (When You Touch Me), Pt. 1",James Brown,5ydG7vhpMF8gnf0JfgPSGM,0.887,0.719,1.0,-9.994,1.0,0.105,0.503,0.0195,0.341,0.878,126.364,audio_features,5ydG7vhpMF8gnf0JfgPSGM,spotify:track:5ydG7vhpMF8gnf0JfgPSGM,https://api.spotify.com/v1/tracks/5ydG7vhpMF8gnf0JfgPSGM,https://api.spotify.com/v1/audio-analysis/5ydG7vhpMF8gnf0JfgPSGM,210600.0,4.0
I Got The Feelin',James Brown,6JkNM3RblUgeDXYULvAKW3,0.894,0.606,5.0,-9.32,1.0,0.113,0.308,0.0214,0.123,0.832,128.496,audio_features,6JkNM3RblUgeDXYULvAKW3,spotify:track:6JkNM3RblUgeDXYULvAKW3,https://api.spotify.com/v1/tracks/6JkNM3RblUgeDXYULvAKW3,https://api.spotify.com/v1/audio-analysis/6JkNM3RblUgeDXYULvAKW3,158427.0,4.0
Licking Stick - Licking Stick,James Brown,5HnTmL8aUqbhjg44CKn5N7,0.772,0.765,8.0,-7.239,1.0,0.125,0.362,1.85e-05,0.0615,0.851,104.701,audio_features,5HnTmL8aUqbhjg44CKn5N7,spotify:track:5HnTmL8aUqbhjg44CKn5N7,https://api.spotify.com/v1/tracks/5HnTmL8aUqbhjg44CKn5N7,https://api.spotify.com/v1/audio-analysis/5HnTmL8aUqbhjg44CKn5N7,293173.0,4.0
There Was A Time,James Brown,4dCtGNjOZsn8wAnoDyD4GR,0.595,0.588,0.0,-8.049,1.0,0.0312,0.0015,0.00514,0.5,0.523,139.327,audio_features,4dCtGNjOZsn8wAnoDyD4GR,spotify:track:4dCtGNjOZsn8wAnoDyD4GR,https://api.spotify.com/v1/tracks/4dCtGNjOZsn8wAnoDyD4GR,https://api.spotify.com/v1/audio-analysis/4dCtGNjOZsn8wAnoDyD4GR,298067.0,4.0
Give It Up Or Turnit A Loose,James Brown,5x8hITxgMmZp2uoOILCMEV,0.769,0.535,0.0,-10.601,1.0,0.0632,0.122,0.111,0.0264,0.916,110.971,audio_features,5x8hITxgMmZp2uoOILCMEV,spotify:track:5x8hITxgMmZp2uoOILCMEV,https://api.spotify.com/v1/tracks/5x8hITxgMmZp2uoOILCMEV,https://api.spotify.com/v1/audio-analysis/5x8hITxgMmZp2uoOILCMEV,191600.0,4.0
"I Don't Want Nobody To Give Me Nothing (Open Up The Door, I'll Get It Myself)",James Brown,7d91xFQx2bwiJwOCrdh2u7,0.808,0.603,7.0,-8.759,1.0,0.0416,0.407,0.0,0.0462,0.883,110.262,audio_features,7d91xFQx2bwiJwOCrdh2u7,spotify:track:7d91xFQx2bwiJwOCrdh2u7,https://api.spotify.com/v1/tracks/7d91xFQx2bwiJwOCrdh2u7,https://api.spotify.com/v1/audio-analysis/7d91xFQx2bwiJwOCrdh2u7,360400.0,4.0
"I Don't Want Nobody To Give Me Nothing (Open Up The Door, I'll Get It Myself)",The James Brown Orchestra,7d91xFQx2bwiJwOCrdh2u7,0.808,0.603,7.0,-8.759,1.0,0.0416,0.407,0.0,0.0462,0.883,110.262,audio_features,7d91xFQx2bwiJwOCrdh2u7,spotify:track:7d91xFQx2bwiJwOCrdh2u7,https://api.spotify.com/v1/tracks/7d91xFQx2bwiJwOCrdh2u7,https://api.spotify.com/v1/audio-analysis/7d91xFQx2bwiJwOCrdh2u7,360400.0,4.0
Mother Popcorn,James Brown,4uk47Jr2Mw3lJjgp5VA8c6,0.918,0.612,7.0,-9.745,0.0,0.0729,0.116,0.366,0.061,0.947,116.649,audio_features,4uk47Jr2Mw3lJjgp5VA8c6,spotify:track:4uk47Jr2Mw3lJjgp5VA8c6,https://api.spotify.com/v1/tracks/4uk47Jr2Mw3lJjgp5VA8c6,https://api.spotify.com/v1/audio-analysis/4uk47Jr2Mw3lJjgp5VA8c6,376133.0,4.0
Mother Popcorn,The James Brown Orchestra,4uk47Jr2Mw3lJjgp5VA8c6,0.918,0.612,7.0,-9.745,0.0,0.0729,0.116,0.366,0.061,0.947,116.649,audio_features,4uk47Jr2Mw3lJjgp5VA8c6,spotify:track:4uk47Jr2Mw3lJjgp5VA8c6,https://api.spotify.com/v1/tracks/4uk47Jr2Mw3lJjgp5VA8c6,https://api.spotify.com/v1/audio-analysis/4uk47Jr2Mw3lJjgp5VA8c6,376133.0,4.0
Funky Drummer,James Brown,5RHKBUD7ficCL7W0hRa2Ru,0.72,0.676,11.0,-10.795,1.0,0.199,0.73,0.311,0.126,0.526,96.13,audio_features,5RHKBUD7ficCL7W0hRa2Ru,spotify:track:5RHKBUD7ficCL7W0hRa2Ru,https://api.spotify.com/v1/tracks/5RHKBUD7ficCL7W0hRa2Ru,https://api.spotify.com/v1/audio-analysis/5RHKBUD7ficCL7W0hRa2Ru,421307.0,4.0
Get Up (I Feel Like Being A) Sex Machine,James Brown,094L8LtVO8itjQru8qEEy3,0.844,0.601,10.0,-8.395,0.0,0.0808,0.171,4.1e-06,0.247,0.872,107.7,audio_features,094L8LtVO8itjQru8qEEy3,spotify:track:094L8LtVO8itjQru8qEEy3,https://api.spotify.com/v1/tracks/094L8LtVO8itjQru8qEEy3,https://api.spotify.com/v1/audio-analysis/094L8LtVO8itjQru8qEEy3,316333.0,4.0
Super Bad,James Brown,3yJwjBZGhdXpoWvkJoB0Td,0.916,0.819,2.0,-8.371,1.0,0.0632,0.573,0.00902,0.131,0.933,124.843,audio_features,3yJwjBZGhdXpoWvkJoB0Td,spotify:track:3yJwjBZGhdXpoWvkJoB0Td,https://api.spotify.com/v1/tracks/3yJwjBZGhdXpoWvkJoB0Td,https://api.spotify.com/v1/audio-analysis/3yJwjBZGhdXpoWvkJoB0Td,267093.0,4.0
Super Bad,The J.B.'s,3yJwjBZGhdXpoWvkJoB0Td,0.916,0.819,2.0,-8.371,1.0,0.0632,0.573,0.00902,0.131,0.933,124.843,audio_features,3yJwjBZGhdXpoWvkJoB0Td,spotify:track:3yJwjBZGhdXpoWvkJoB0Td,https://api.spotify.com/v1/tracks/3yJwjBZGhdXpoWvkJoB0Td,https://api.spotify.com/v1/audio-analysis/3yJwjBZGhdXpoWvkJoB0Td,267093.0,4.0
Talkin' Loud And Sayin' Nothing,James Brown,17ZUSdmVBDcOgAqiV163Ti,0.861,0.524,10.0,-10.279,0.0,0.0656,0.274,2.54e-05,0.0953,0.826,101.61,audio_features,17ZUSdmVBDcOgAqiV163Ti,spotify:track:17ZUSdmVBDcOgAqiV163Ti,https://api.spotify.com/v1/tracks/17ZUSdmVBDcOgAqiV163Ti,https://api.spotify.com/v1/audio-analysis/17ZUSdmVBDcOgAqiV163Ti,540907.0,4.0
"Get Up, Get Into It, Get Involved",James Brown,7udagYjmbRRPMGBnRjyQHc,0.798,0.911,0.0,-8.43,1.0,0.124,0.403,2.17e-06,0.056,0.917,108.522,audio_features,7udagYjmbRRPMGBnRjyQHc,spotify:track:7udagYjmbRRPMGBnRjyQHc,https://api.spotify.com/v1/tracks/7udagYjmbRRPMGBnRjyQHc,https://api.spotify.com/v1/audio-analysis/7udagYjmbRRPMGBnRjyQHc,424600.0,4.0
"Get Up, Get Into It, Get Involved",The Original J.B.s,7udagYjmbRRPMGBnRjyQHc,0.798,0.911,0.0,-8.43,1.0,0.124,0.403,2.17e-06,0.056,0.917,108.522,audio_features,7udagYjmbRRPMGBnRjyQHc,spotify:track:7udagYjmbRRPMGBnRjyQHc,https://api.spotify.com/v1/tracks/7udagYjmbRRPMGBnRjyQHc,https://api.spotify.com/v1/audio-analysis/7udagYjmbRRPMGBnRjyQHc,424600.0,4.0
Soul Power (Parts 1 & 2),James Brown,2ATXSSI75TnzRvkjtWAfO0,0.918,0.626,7.0,-9.463,1.0,0.0421,0.352,0.00018,0.126,0.941,104.527,audio_features,2ATXSSI75TnzRvkjtWAfO0,spotify:track:2ATXSSI75TnzRvkjtWAfO0,https://api.spotify.com/v1/tracks/2ATXSSI75TnzRvkjtWAfO0,https://api.spotify.com/v1/audio-analysis/2ATXSSI75TnzRvkjtWAfO0,264747.0,4.0
Soul Power (Parts 1 & 2),The J.B.'s,2ATXSSI75TnzRvkjtWAfO0,0.918,0.626,7.0,-9.463,1.0,0.0421,0.352,0.00018,0.126,0.941,104.527,audio_features,2ATXSSI75TnzRvkjtWAfO0,spotify:track:2ATXSSI75TnzRvkjtWAfO0,https://api.spotify.com/v1/tracks/2ATXSSI75TnzRvkjtWAfO0,https://api.spotify.com/v1/audio-analysis/2ATXSSI75TnzRvkjtWAfO0,264747.0,4.0
Medley: Brother Rapp/Ain't It Funky Now,James Brown,1rh9g0eLuoO57VpZW4YxQr,0.611,0.743,10.0,-9.969,1.0,0.0687,0.36,0.115,0.0462,0.626,118.753,audio_features,1rh9g0eLuoO57VpZW4YxQr,spotify:track:1rh9g0eLuoO57VpZW4YxQr,https://api.spotify.com/v1/tracks/1rh9g0eLuoO57VpZW4YxQr,https://api.spotify.com/v1/audio-analysis/1rh9g0eLuoO57VpZW4YxQr,465320.0,4.0
Medley: Brother Rapp/Ain't It Funky Now,The J.B.'s,1rh9g0eLuoO57VpZW4YxQr,0.611,0.743,10.0,-9.969,1.0,0.0687,0.36,0.115,0.0462,0.626,118.753,audio_features,1rh9g0eLuoO57VpZW4YxQr,spotify:track:1rh9g0eLuoO57VpZW4YxQr,https://api.spotify.com/v1/tracks/1rh9g0eLuoO57VpZW4YxQr,https://api.spotify.com/v1/audio-analysis/1rh9g0eLuoO57VpZW4YxQr,465320.0,4.0
Hot Pants (She Got To Use What She Got To Get What She Wants),James Brown,6BdmobAskYY1MaqKCoOHjF,0.822,0.658,1.0,-8.895,1.0,0.191,0.28,0.0,0.0622,0.78,98.054,audio_features,6BdmobAskYY1MaqKCoOHjF,spotify:track:6BdmobAskYY1MaqKCoOHjF,https://api.spotify.com/v1/tracks/6BdmobAskYY1MaqKCoOHjF,https://api.spotify.com/v1/audio-analysis/6BdmobAskYY1MaqKCoOHjF,187307.0,4.0
Hot Pants (She Got To Use What She Got To Get What She Wants),The J.B.'s,6BdmobAskYY1MaqKCoOHjF,0.822,0.658,1.0,-8.895,1.0,0.191,0.28,0.0,0.0622,0.78,98.054,audio_features,6BdmobAskYY1MaqKCoOHjF,spotify:track:6BdmobAskYY1MaqKCoOHjF,https://api.spotify.com/v1/tracks/6BdmobAskYY1MaqKCoOHjF,https://api.spotify.com/v1/audio-analysis/6BdmobAskYY1MaqKCoOHjF,187307.0,4.0
Maybe After He's Gone - Mono Version,The Zombies,0j5yU90ukGxrH1PeWojHTf,0.464,0.48,2.0,-8.263,1.0,0.0293,0.629,0.644,0.142,0.304,120.641,audio_features,0j5yU90ukGxrH1PeWojHTf,spotify:track:0j5yU90ukGxrH1PeWojHTf,https://api.spotify.com/v1/tracks/0j5yU90ukGxrH1PeWojHTf,https://api.spotify.com/v1/audio-analysis/0j5yU90ukGxrH1PeWojHTf,153640.0,4.0
Beechwood Park - Mono Version,The Zombies,3R2zCRTwqfD5DCX4XlAsoQ,0.372,0.486,3.0,-9.526,1.0,0.0417,0.882,0.00166,0.17,0.385,145.0,audio_features,3R2zCRTwqfD5DCX4XlAsoQ,spotify:track:3R2zCRTwqfD5DCX4XlAsoQ,https://api.spotify.com/v1/tracks/3R2zCRTwqfD5DCX4XlAsoQ,https://api.spotify.com/v1/audio-analysis/3R2zCRTwqfD5DCX4XlAsoQ,163733.0,4.0
Brief Candles - Mono Version,The Zombies,161v0jFYUhailRdBDpme42,0.379,0.392,6.0,-8.863,0.0,0.0308,0.717,1.09e-05,0.129,0.199,136.37,audio_features,161v0jFYUhailRdBDpme42,spotify:track:161v0jFYUhailRdBDpme42,https://api.spotify.com/v1/tracks/161v0jFYUhailRdBDpme42,https://api.spotify.com/v1/audio-analysis/161v0jFYUhailRdBDpme42,210467.0,4.0
Butcher's Tale (Western Front 1914) - Mono Version,The Zombies,216Q3zsWKmkPuDM2dhCNbL,0.344,0.305,9.0,-8.619,0.0,0.0281,0.937,1.47e-06,0.205,0.249,115.535,audio_features,216Q3zsWKmkPuDM2dhCNbL,spotify:track:216Q3zsWKmkPuDM2dhCNbL,https://api.spotify.com/v1/tracks/216Q3zsWKmkPuDM2dhCNbL,https://api.spotify.com/v1/audio-analysis/216Q3zsWKmkPuDM2dhCNbL,167427.0,4.0
Pulp,Spowder,71cJFHnwjcIPLuRnFfiV3l,0.352,0.934,9.0,-5.891,0.0,0.113,0.0689,0.708,0.399,0.506,99.234,audio_features,71cJFHnwjcIPLuRnFfiV3l,spotify:track:71cJFHnwjcIPLuRnFfiV3l,https://api.spotify.com/v1/tracks/71cJFHnwjcIPLuRnFfiV3l,https://api.spotify.com/v1/audio-analysis/71cJFHnwjcIPLuRnFfiV3l,183893.0,4.0
Let's Skin Ruby,Spowder,7yrvhyHH9isgfCrPphlYUT,0.393,0.449,2.0,-8.513,1.0,0.0329,0.566,0.054,0.259,0.249,74.601,audio_features,7yrvhyHH9isgfCrPphlYUT,spotify:track:7yrvhyHH9isgfCrPphlYUT,https://api.spotify.com/v1/tracks/7yrvhyHH9isgfCrPphlYUT,https://api.spotify.com/v1/audio-analysis/7yrvhyHH9isgfCrPphlYUT,221227.0,4.0
The Man with Two Mouths,Spowder,2RWd5pLOiGBcs8Eb4YZuxQ,0.324,0.936,8.0,-5.051,1.0,0.0408,0.0146,0.162,0.0949,0.584,98.046,audio_features,2RWd5pLOiGBcs8Eb4YZuxQ,spotify:track:2RWd5pLOiGBcs8Eb4YZuxQ,https://api.spotify.com/v1/tracks/2RWd5pLOiGBcs8Eb4YZuxQ,https://api.spotify.com/v1/audio-analysis/2RWd5pLOiGBcs8Eb4YZuxQ,139827.0,4.0
Spowder,Spowder,0CkG8uik0WAHxii52HsPk9,0.344,0.856,4.0,-5.066,0.0,0.0441,0.404,0.00505,0.306,0.893,100.07,audio_features,0CkG8uik0WAHxii52HsPk9,spotify:track:0CkG8uik0WAHxii52HsPk9,https://api.spotify.com/v1/tracks/0CkG8uik0WAHxii52HsPk9,https://api.spotify.com/v1/audio-analysis/0CkG8uik0WAHxii52HsPk9,33373.0,3.0
Pastry Changer,Spowder,5bAwIcRfbciBrjRKzWIDSj,0.389,0.881,9.0,-5.592,1.0,0.0613,0.0563,0.627,0.354,0.609,87.327,audio_features,5bAwIcRfbciBrjRKzWIDSj,spotify:track:5bAwIcRfbciBrjRKzWIDSj,https://api.spotify.com/v1/tracks/5bAwIcRfbciBrjRKzWIDSj,https://api.spotify.com/v1/audio-analysis/5bAwIcRfbciBrjRKzWIDSj,112640.0,4.0
Health Palm,Spowder,6YUkx8aQbvTDYzzIiEAAgN,0.572,0.112,9.0,-14.011,0.0,0.0437,0.933,0.0137,0.115,0.0646,118.342,audio_features,6YUkx8aQbvTDYzzIiEAAgN,spotify:track:6YUkx8aQbvTDYzzIiEAAgN,https://api.spotify.com/v1/tracks/6YUkx8aQbvTDYzzIiEAAgN,https://api.spotify.com/v1/audio-analysis/6YUkx8aQbvTDYzzIiEAAgN,248020.0,4.0
Friends of Mine - Mono Version,The Zombies,6Q0i9c5N8PbuA6fZT1SxKJ,0.521,0.811,0.0,-4.782,1.0,0.0345,0.535,0.0,0.0472,0.872,125.346,audio_features,6Q0i9c5N8PbuA6fZT1SxKJ,spotify:track:6Q0i9c5N8PbuA6fZT1SxKJ,https://api.spotify.com/v1/tracks/6Q0i9c5N8PbuA6fZT1SxKJ,https://api.spotify.com/v1/audio-analysis/6Q0i9c5N8PbuA6fZT1SxKJ,137667.0,4.0
Road Runner,Bo Diddley,1WJMnphkIwUCqbjml6H50K,0.54,0.784,4.0,-10.369,1.0,0.0575,0.137,0.00113,0.346,0.964,131.918,audio_features,1WJMnphkIwUCqbjml6H50K,spotify:track:1WJMnphkIwUCqbjml6H50K,https://api.spotify.com/v1/tracks/1WJMnphkIwUCqbjml6H50K,https://api.spotify.com/v1/audio-analysis/1WJMnphkIwUCqbjml6H50K,167867.0,4.0
I'm A Man - Single Version,Bo Diddley,3OvBsaPFGov13IcIdjgTer,0.504,0.659,0.0,-10.309,1.0,0.0406,0.545,0.0,0.359,0.819,85.295,audio_features,3OvBsaPFGov13IcIdjgTer,spotify:track:3OvBsaPFGov13IcIdjgTer,https://api.spotify.com/v1/tracks/3OvBsaPFGov13IcIdjgTer,https://api.spotify.com/v1/audio-analysis/3OvBsaPFGov13IcIdjgTer,179800.0,4.0
